date,high_c,low_c
2023-07-19,30.3,27.3
2023-07-20,33.6,26.8
2023-07-21,32.4,27.7
2023-07-22,34.0,28.3
2023-07-23,34.1,28.6
2023-07-24,34.6,28.4
2023-07-25,33.4,28.4
2023-07-26,35.5,29.3
2023-07-27,36.1,28.4
2023-07-28,34.7,28.9
2023-07-29,31.5,27.2
2023-07-30,32.1,27.5
2023-07-31,32.5,26.5
2023-08-01,32.2,27.9
2023-08-02,34.6,27.9
2023-08-03,35.1,27.9
2023-08-04,33.5,28.3
2023-08-05,33.0,28.3
2023-08-06,33.0,29.2
2023-08-07,32.4,28.0
2023-08-08,33.3,28.9
2023-08-09,32.8,28.7
2023-08-10,32.1,27.5
2023-08-11,30.1,25.7
2023-08-12,32.1,26.6
2023-08-13,29.6,26.1
2023-08-14,32.2,27.0
2023-08-15,32.5,28.8
2023-08-16,34.0,28.8
2023-08-17,32.0,29.0
2023-08-18,30.6,27.2
2023-08-19,30.6,27.3
2023-08-20,31.5,28.4
2023-08-21,32.1,28.2
2023-08-22,33.0,28.0
2023-08-23,33.5,28.2
2023-08-24,31.4,27.5
2023-08-25,30.9,28.2
2023-08-26,32.8,27.9
2023-08-27,31.9,26.4
2023-08-28,33.4,28.1
2023-08-29,32.6,26.8
2023-08-30,32.0,26.7
2023-08-31,32.1,27.7
2023-09-01,28.7,25.0
2023-09-02,27.2,25.2
2023-09-03,33.7,27.0
2023-09-04,32.6,27.3
2023-09-05,31.0,27.7
2023-09-06,32.1,27.8
2023-09-07,29.7,25.5
2023-09-08,26.3,25.0
2023-09-09,26.6,25.5
2023-09-10,26.5,24.8
2023-09-11,28.2,25.6
2023-09-12,29.4,26.0
2023-09-13,30.4,26.8
2023-09-14,28.2,25.6
2023-09-15,30.6,25.2
2023-09-16,28.8,25.4
2023-09-17,31.7,26.8
2023-09-18,32.7,27.4
2023-09-19,33.5,27.3
2023-09-20,32.9,27.5
2023-09-21,33.6,27.6
2023-09-22,34.4,28.4
2023-09-23,33.7,28.3
2023-09-24,33.1,28.5
2023-09-25,33.1,27.9
2023-09-26,33.4,28.3
2023-09-27,33.9,28.6
2023-09-28,33.6,28.7
2023-09-29,33.7,26.7
2023-09-30,33.6,28.2
2023-10-01,34.0,28.0
2023-10-02,32.3,27.9
2023-10-03,31.4,27.7
2023-10-04,34.6,28.3
2023-10-05,34.1,28.5
2023-10-06,32.2,26.7
2023-10-07,27.2,23.5
2023-10-08,25.1,22.7
2023-10-09,25.0,23.4
2023-10-10,26.9,23.8
2023-10-11,29.2,23.7
2023-10-12,29.2,23.5
2023-10-13,30.2,24.8
2023-10-14,30.0,24.7
2023-10-15,29.9,25.1
2023-10-16,28.9,25.4
2023-10-17,28.2,24.5
2023-10-18,25.4,23.4
2023-10-19,26.0,24.6
2023-10-20,27.6,24.6
2023-10-21,25.4,22.0
2023-10-22,27.8,22.4
2023-10-23,29.4,23.8
2023-10-24,30.1,24.8
2023-10-25,29.7,25.3
2023-10-26,29.2,24.8
2023-10-27,29.6,24.9
2023-10-28,27.7,24.2
2023-10-29,27.1,24.1
2023-10-30,29.3,24.6
2023-10-31,28.6,24.1
2023-11-01,29.1,23.6
2023-11-02,28.4,24.4
2023-11-03,29.1,24.3
2023-11-04,29.4,24.7
2023-11-05,30.1,25.0
2023-11-06,30.7,25.3
2023-11-07,26.8,25.3
2023-11-08,26.0,24.7
2023-11-09,27.3,24.8
2023-11-10,29.3,25.6
2023-11-11,26.5,24.8
2023-11-12,26.6,22.0
2023-11-13,25.2,20.3
2023-11-14,23.9,18.9
2023-11-15,25.2,20.7
2023-11-16,24.0,17.3
2023-11-17,21.9,15.6
2023-11-18,23.0,16.6
2023-11-19,23.3,18.5
2023-11-20,24.6,19.0
2023-11-21,24.6,20.3
2023-11-22,25.7,20.5
2023-11-23,26.3,20.5
2023-11-24,25.0,21.5
2023-11-25,24.3,20.0
2023-11-26,25.3,19.8
2023-11-27,26.7,20.2
2023-11-28,25.4,20.2
2023-11-29,24.0,21.2
2023-11-30,26.0,21.9
2023-12-01,23.2,19.6
2023-12-02,21.5,18.2
2023-12-03,23.3,20.1
2023-12-04,24.4,20.5
2023-12-05,24.1,19.7
2023-12-06,22.5,19.9
2023-12-07,25.1,18.4
2023-12-08,24.0,19.2
2023-12-09,24.9,21.6
2023-12-10,26.3,22.5
2023-12-11,27.3,22.3
2023-12-12,28.7,22.3
2023-12-13,23.2,21.6
2023-12-14,24.6,21.7
2023-12-15,26.9,23.2
2023-12-16,23.9,13.5
2023-12-17,15.2,11.4
2023-12-18,19.0,14.8
2023-12-19,19.0,14.7
2023-12-20,15.6,10.8
2023-12-21,12.3,9.8
2023-12-22,12.3,8.6
2023-12-23,13.3,8.1
2023-12-24,16.5,10.1
2023-12-25,18.2,12.1
2023-12-26,19.6,14.5
2023-12-27,21.8,16.6
2023-12-28,23.6,18.2
2023-12-29,21.0,18.3
2023-12-30,23.0,18.3
2023-12-31,25.7,19.0
2024-01-01,22.0,18.8
2024-01-02,20.5,17.8
2024-01-03,21.6,15.7
2024-01-04,19.6,15.4
2024-01-05,22.0,16.6
2024-01-06,23.8,17.8
2024-01-07,21.8,18.6
2024-01-08,20.6,17.7
2024-01-09,23.9,18.1
2024-01-10,23.2,17.9
2024-01-11,21.5,17.6
2024-01-12,21.8,17.1
2024-01-13,22.0,17.8
2024-01-14,23.8,18.5
2024-01-15,24.8,18.8
2024-01-16,20.5,17.5
2024-01-17,20.6,17.7
2024-01-18,24.2,19.1
2024-01-19,24.2,19.2
2024-01-20,24.6,19.5
2024-01-21,21.3,16.3
2024-01-22,18.5,9.8
2024-01-23,10.4,6.3
2024-01-24,12.5,6.5
2024-01-25,15.5,9.5
2024-01-26,17.8,13.1
2024-01-27,18.8,13.1
2024-01-28,15.7,11.7
2024-01-29,17.8,14.3
2024-01-30,20.2,16.8
2024-01-31,20.2,17.9
2024-02-01,23.9,19.8
2024-02-02,25.7,18.6
2024-02-03,22.5,17.7
2024-02-04,20.5,19.3
2024-02-05,21.7,19.6
2024-02-06,20.3,18.0
2024-02-07,18.4,14.7
2024-02-08,14.8,11.6
2024-02-09,14.2,11.0
2024-02-10,18.6,11.3
2024-02-11,22.8,13.6
2024-02-12,21.2,15.5
2024-02-13,22.8,16.8
2024-02-14,25.1,18.3
2024-02-15,26.0,19.7
2024-02-16,22.0,19.4
2024-02-17,21.2,17.8
2024-02-18,23.6,19.9
2024-02-19,25.1,21.1
2024-02-20,26.0,22.0
2024-02-21,27.8,22.5
2024-02-22,25.2,22.4
2024-02-23,22.9,19.3
2024-02-24,21.6,17.5
2024-02-25,19.2,15.6
2024-02-26,21.1,16.8
2024-02-27,19.5,15.9
2024-02-28,19.3,17.5
2024-02-29,22.0,16.2
2024-03-01,16.2,10.4
2024-03-02,14.1,9.6
2024-03-03,18.1,13.9
2024-03-04,22.9,17.3
2024-03-05,26.8,22.1
2024-03-06,26.5,20.1
2024-03-07,20.2,17.1
2024-03-08,22.4,15.7
2024-03-09,19.1,15.1
2024-03-10,16.8,15.3
2024-03-11,18.6,16.0
2024-03-12,24.0,15.6
2024-03-13,21.2,17.7
2024-03-14,22.0,18.6
2024-03-15,21.3,19.5
2024-03-16,22.4,19.5
2024-03-17,26.8,20.7
2024-03-18,23.0,19.8
2024-03-19,24.6,19.5
2024-03-20,24.3,18.3
2024-03-21,23.8,18.4
2024-03-22,25.9,20.4
2024-03-23,29.1,22.1
2024-03-24,31.5,24.5
2024-03-25,28.9,23.8
2024-03-26,30.3,23.7
2024-03-27,25.1,20.8
2024-03-28,27.9,22.4
2024-03-29,30.0,23.0
2024-03-30,30.8,24.3
2024-03-31,27.8,26.0
2024-04-01,29.1,26.3
2024-04-02,28.9,25.9
2024-04-03,28.9,26.1
2024-04-04,28.5,26.5
2024-04-05,29.3,24.7
2024-04-06,25.4,23.4
2024-04-07,28.3,23.7
2024-04-08,28.8,23.0
2024-04-09,24.3,21.7
2024-04-10,26.8,21.9
2024-04-11,27.7,22.8
2024-04-12,30.2,23.1
2024-04-13,31.9,24.3
2024-04-14,31.4,25.7
2024-04-15,30.3,26.2
2024-04-16,31.4,25.2
2024-04-17,30.9,27.0
2024-04-18,29.5,24.1
2024-04-19,29.9,26.1
2024-04-20,29.5,23.3
2024-04-21,27.2,21.5
2024-04-22,26.9,23.3
2024-04-23,27.2,24.6
2024-04-24,27.8,24.8
2024-04-25,28.5,24.4
2024-04-26,29.0,24.4
2024-04-27,30.2,27.7
2024-04-28,28.3,23.4
2024-04-29,29.9,25.3
2024-04-30,30.5,23.1
2024-05-01,24.5,22.4
2024-05-02,25.6,23.7
2024-05-03,24.8,23.7
2024-05-04,25.4,22.4
2024-05-05,28.3,22.8
2024-05-06,31.9,24.6
2024-05-07,31.0,25.6
2024-05-08,30.3,25.1
2024-05-09,28.5,25.0
2024-05-10,26.9,24.2
2024-05-11,30.0,24.8
2024-05-12,30.7,25.3
2024-05-13,30.3,23.7
2024-05-14,29.2,23.1
2024-05-15,30.5,23.6
2024-05-16,29.2,24.6
2024-05-17,28.5,23.9
2024-05-18,28.6,25.1
2024-05-19,26.3,24.1
2024-05-20,25.4,23.9
2024-05-21,26.2,24.1
2024-05-22,27.0,25.2
2024-05-23,28.2,25.0
2024-05-24,26.4,24.6
2024-05-25,27.7,24.8
2024-05-26,30.2,25.7
2024-05-27,29.9,27.3
2024-05-28,32.0,26.0
2024-05-29,28.8,24.6
2024-05-30,26.2,24.6
2024-05-31,29.8,25.8
2024-06-01,29.8,25.6
2024-06-02,30.3,25.8
2024-06-03,28.2,23.8
2024-06-04,24.9,22.9
2024-06-05,25.4,23.4
2024-06-06,28.7,24.7
2024-06-07,26.6,25.1
2024-06-08,28.9,24.8
2024-06-09,27.5,25.3
2024-06-10,30.7,26.5
2024-06-11,30.8,28.2
2024-06-12,31.8,28.1
2024-06-13,32.0,28.7
2024-06-14,30.4,27.7
2024-06-15,30.0,25.0
2024-06-16,30.9,26.1
2024-06-17,32.7,28.6
2024-06-18,32.1,27.6
2024-06-19,32.2,28.0
2024-06-20,33.0,27.3
2024-06-21,34.0,28.7
2024-06-22,33.8,29.5
2024-06-23,33.9,27.9
2024-06-24,33.4,28.8
2024-06-25,33.2,26.5
2024-06-26,34.0,27.9
2024-06-27,34.4,28.4
2024-06-28,34.2,28.9
2024-06-29,31.5,26.8
2024-06-30,32.0,27.7
2024-07-01,32.4,29.3
2024-07-02,32.7,29.1
2024-07-03,33.6,28.7
2024-07-04,32.5,27.7
2024-07-05,34.6,28.5
2024-07-06,34.0,29.2
2024-07-07,34.8,29.6
2024-07-08,34.4,29.5
2024-07-09,34.3,28.9
2024-07-10,34.5,27.0
2024-07-11,32.2,28.5
2024-07-12,31.7,27.4
2024-07-13,33.8,27.7
2024-07-14,34.6,26.7
2024-07-15,33.0,27.9
2024-07-16,30.4,26.0
2024-07-17,32.7,26.7
2024-07-18,30.9,26.7
2024-07-19,30.8,27.1
2024-07-20,33.5,29.0
2024-07-21,32.1,28.6
2024-07-22,33.5,29.0
2024-07-23,33.3,28.8
2024-07-24,32.7,28.7
2024-07-25,33.1,29.5
2024-07-26,30.3,28.9
2024-07-27,30.2,27.0
2024-07-28,27.8,26.4
2024-07-29,29.6,26.6
2024-07-30,30.3,26.1
2024-07-31,30.2,26.2
2024-08-01,32.9,28.2
2024-08-02,31.5,28.2
2024-08-03,33.3,28.7
2024-08-04,34.2,28.3
2024-08-05,35.4,29.3
2024-08-06,34.9,26.6
2024-08-07,33.7,28.6
2024-08-08,33.2,29.3
2024-08-09,33.0,28.7
2024-08-10,32.7,29.0
2024-08-11,32.0,29.2
2024-08-12,31.8,26.0
2024-08-13,33.4,28.0
2024-08-14,30.5,28.2
2024-08-15,29.9,26.0
2024-08-16,29.5,26.5
2024-08-17,28.8,25.2
2024-08-18,30.3,25.8
2024-08-19,28.8,26.9
2024-08-20,28.5,25.6
2024-08-21,28.2,26.3
2024-08-22,32.0,26.6
2024-08-23,31.4,28.0
2024-08-24,34.3,28.1
2024-08-25,33.7,28.0
2024-08-26,33.8,28.4
2024-08-27,34.1,28.5
2024-08-28,34.8,27.6
2024-08-29,33.6,28.3
2024-08-30,33.7,27.9
2024-08-31,32.2,27.8
2024-09-01,33.0,28.1
2024-09-02,34.2,28.4
2024-09-03,33.5,25.5
2024-09-04,32.5,26.5
2024-09-05,33.4,26.2
2024-09-06,28.8,25.9
2024-09-07,30.9,27.9
2024-09-08,30.1,27.3
2024-09-09,30.0,26.3
2024-09-10,33.3,26.8
2024-09-11,34.3,28.2
2024-09-12,32.2,27.7
2024-09-13,34.5,28.2
2024-09-14,33.5,26.7
2024-09-15,31.7,27.4
2024-09-16,30.6,25.8
2024-09-17,35.7,26.3
2024-09-18,32.8,26.8
2024-09-19,33.6,28.7
2024-09-20,32.6,27.4
2024-09-21,28.8,25.7
2024-09-22,30.1,24.4
2024-09-23,28.0,23.4
2024-09-24,28.2,25.2
2024-09-25,31.4,26.9
2024-09-26,31.6,27.4
2024-09-27,32.4,28.1
2024-09-28,32.1,27.5
2024-09-29,31.8,26.6
2024-09-30,33.3,27.9
2024-10-01,34.2,27.8
2024-10-02,30.8,25.5
2024-10-03,29.4,23.3
2024-10-04,30.9,24.6
2024-10-05,31.5,25.5
2024-10-06,33.3,26.7
2024-10-07,32.9,27.3
2024-10-08,31.7,26.2
2024-10-09,27.4,25.2
2024-10-10,30.6,24.5
2024-10-11,27.5,23.2
2024-10-12,29.7,25.6
2024-10-13,30.2,25.9
2024-10-14,31.0,26.3
2024-10-15,30.9,26.6
2024-10-16,31.1,27.4
2024-10-17,29.7,27.1
2024-10-18,30.7,27.1
2024-10-19,33.7,26.4
2024-10-20,29.7,26.9
2024-10-21,31.5,26.4
2024-10-22,32.3,26.0
2024-10-23,28.4,23.4
2024-10-24,28.5,22.0
2024-10-25,29.4,22.9
2024-10-26,28.5,25.3
2024-10-27,29.2,25.9
2024-10-28,27.2,24.6
2024-10-29,26.7,23.7
2024-10-30,29.3,24.3
2024-10-31,30.6,24.1
2024-11-01,30.6,24.0
2024-11-02,27.6,22.9
2024-11-03,29.2,24.6
2024-11-04,29.0,24.8
2024-11-05,29.2,24.1
2024-11-06,28.0,23.3
2024-11-07,27.0,22.3
2024-11-08,27.3,20.9
2024-11-09,27.9,23.4
2024-11-10,26.4,23.4
2024-11-11,26.3,24.0
2024-11-12,29.4,23.3
2024-11-13,26.2,23.2
2024-11-14,25.6,24.2
2024-11-15,25.1,23.5
2024-11-16,27.9,23.8
2024-11-17,26.2,22.9
2024-11-18,25.5,23.2
2024-11-19,23.2,18.4
2024-11-20,18.6,17.5
2024-11-21,21.1,17.9
2024-11-22,22.6,18.8
2024-11-23,22.5,18.4
2024-11-24,23.0,19.8
2024-11-25,23.5,21.1
2024-11-26,23.4,18.7
2024-11-27,21.5,17.0
2024-11-28,21.5,17.0
2024-11-29,21.2,16.6
2024-11-30,22.0,16.5
2024-12-01,22.7,17.6
2024-12-02,23.8,18.8
2024-12-03,24.9,19.7
2024-12-04,23.9,21.4
2024-12-05,23.3,20.7
2024-12-06,23.3,20.2
2024-12-07,23.3,17.9
2024-12-08,21.6,16.0
2024-12-09,20.2,17.1
2024-12-10,22.4,19.2
2024-12-11,25.2,20.0
2024-12-12,22.0,17.1
2024-12-13,20.7,15.6
2024-12-14,17.3,13.8
2024-12-15,17.0,13.0
2024-12-16,18.7,14.4
2024-12-17,20.4,15.5
2024-12-18,20.9,16.6
2024-12-19,18.1,13.7
2024-12-20,17.7,11.9
2024-12-21,20.2,13.9
2024-12-22,18.0,13.5
2024-12-23,17.5,15.1
2024-12-24,19.1,15.6
2024-12-25,20.6,16.6
2024-12-26,22.9,18.0
2024-12-27,20.9,18.1
2024-12-28,18.8,15.1
2024-12-29,17.4,13.3
2024-12-30,20.4,14.3
2024-12-31,22.6,17.6
2025-01-01,19.1,16.7
2025-01-02,22.0,16.9
2025-01-03,21.1,17.1
2025-01-04,19.7,15.9
2025-01-05,21.7,17.1
2025-01-06,21.5,15.7
2025-01-07,19.1,15.9
2025-01-08,20.6,16.6
2025-01-09,20.3,15.8
2025-01-10,17.5,12.7
2025-01-11,16.6,11.5
2025-01-12,18.2,11.0
2025-01-13,18.7,13.9
2025-01-14,20.2,16.2
2025-01-15,22.3,17.2
2025-01-16,18.3,14.1
2025-01-17,18.6,12.9
2025-01-18,19.5,14.2
2025-01-19,21.6,14.3
2025-01-20,20.9,15.4
2025-01-21,20.0,15.9
2025-01-22,21.4,17.3
2025-01-23,21.7,17.7
2025-01-24,20.8,17.1
2025-01-25,20.0,16.8
2025-01-26,17.5,12.2
2025-01-27,17.3,10.6
2025-01-28,19.1,11.8
2025-01-29,18.5,14.3
2025-01-30,18.4,14.5
2025-01-31,20.4,16.8
2025-02-01,21.9,17.2
2025-02-02,20.1,17.5
2025-02-03,17.8,13.1
2025-02-04,18.6,12.2
2025-02-05,18.5,13.6
2025-02-06,20.1,15.9
2025-02-07,17.7,12.7
2025-02-08,17.2,11.5
2025-02-09,17.4,11.8
2025-02-10,19.1,12.8
2025-02-11,19.9,15.2
2025-02-12,20.3,17.2
2025-02-13,19.6,16.9
2025-02-14,18.2,15.5
2025-02-15,22.3,16.7
2025-02-16,25.1,17.8
2025-02-17,21.9,17.3
2025-02-18,20.4,16.7
2025-02-19,18.7,16.1
2025-02-20,19.8,16.6
2025-02-21,19.4,16.3
2025-02-22,18.1,15.5
2025-02-23,18.8,15.4
2025-02-24,19.5,13.0
2025-02-25,19.6,14.4
2025-02-26,20.7,16.1
2025-02-27,22.2,16.1
2025-02-28,25.4,18.1
2025-03-01,23.9,20.4
2025-03-02,27.0,21.2
2025-03-03,26.7,21.3
2025-03-04,27.0,22.4
2025-03-05,23.9,17.4
2025-03-06,17.5,12.7
2025-03-07,14.5,12.1
2025-03-08,20.9,13.9
2025-03-09,22.0,16.0
2025-03-10,25.6,18.0
2025-03-11,24.1,19.6
2025-03-12,24.3,21.4
2025-03-13,28.5,21.9
2025-03-14,23.5,20.1
2025-03-15,25.9,18.8
2025-03-16,20.9,15.4
2025-03-17,18.4,15.1
2025-03-18,19.8,15.1
2025-03-19,22.8,15.5
2025-03-20,24.4,16.5
2025-03-21,25.9,16.9
2025-03-22,26.3,17.9
2025-03-23,26.9,18.1
2025-03-24,27.7,18.9
2025-03-25,28.4,20.2
2025-03-26,26.6,21.8
2025-03-27,28.1,23.2
2025-03-28,29.4,19.3
2025-03-29,19.3,13.7
2025-03-30,15.0,12.7
2025-03-31,14.3,12.5
2025-04-01,20.3,12.9
2025-04-02,23.4,15.0
2025-04-03,25.5,16.9
2025-04-04,21.0,18.9
2025-04-05,19.8,18.7
2025-04-06,23.4,18.8
2025-04-07,26.6,19.5
2025-04-08,26.7,20.8
2025-04-09,27.2,22.2
2025-04-10,27.8,22.7
2025-04-11,27.6,23.0
2025-04-12,27.1,20.4
2025-04-13,24.5,20.3
2025-04-14,26.2,19.8
2025-04-15,33.0,20.3
2025-04-16,27.5,21.9
2025-04-17,28.7,22.4
2025-04-18,26.5,23.5
2025-04-19,28.0,25.0
2025-04-20,30.6,25.8
2025-04-21,29.1,25.6
2025-04-22,29.1,25.8
2025-04-23,30.8,26.4
2025-04-24,30.1,26.1
2025-04-25,26.5,23.5
2025-04-26,23.9,21.3
2025-04-27,23.2,21.2
2025-04-28,29.3,22.6
2025-04-29,28.3,23.5
2025-04-30,29.2,23.1
2025-05-01,27.9,24.5
2025-05-02,32.3,24.6
2025-05-03,29.7,25.3
2025-05-04,31.7,25.5
2025-05-05,32.0,25.8
2025-05-06,30.4,26.9
2025-05-07,28.0,25.6
2025-05-08,29.2,25.0
2025-05-09,29.3,25.7
2025-05-10,30.7,25.1
2025-05-11,29.5,21.0
2025-05-12,30.4,23.1
2025-05-13,29.3,23.8
2025-05-14,31.4,25.0
2025-05-15,31.9,26.3
2025-05-16,29.3,26.7
2025-05-17,32.8,26.7
2025-05-18,32.5,27.3
2025-05-19,31.5,27.9
2025-05-20,30.8,28.3
2025-05-21,32.4,28.5
2025-05-22,33.0,28.4
2025-05-23,32.4,26.5
2025-05-24,30.5,26.4
2025-05-25,27.3,24.5
2025-05-26,27.7,24.2
2025-05-27,29.2,24.4
2025-05-28,27.3,25.0
2025-05-29,27.9,25.0
2025-05-30,25.0,23.6
2025-05-31,25.4,24.3
2025-06-01,31.2,24.9
2025-06-02,31.2,28.2
2025-06-03,30.6,27.7
2025-06-04,28.5,25.0
2025-06-05,28.1,24.8
2025-06-06,31.8,26.1
2025-06-07,33.6,27.0
2025-06-08,33.2,28.0
2025-06-09,34.3,28.2
2025-06-10,35.6,28.4
2025-06-11,31.2,28.7
2025-06-12,31.3,27.1
2025-06-13,31.0,26.2
2025-06-14,31.5,27.1
2025-06-15,30.1,28.7
2025-06-16,31.1,28.3
2025-06-17,29.5,25.5
2025-06-18,31.8,26.7
2025-06-19,32.5,27.0
2025-06-20,30.4,27.1
2025-06-21,32.2,26.5
2025-06-22,31.7,27.4
2025-06-23,32.1,27.0
2025-06-24,33.4,28.4
2025-06-25,34.5,27.9
2025-06-26,31.6,26.9
2025-06-27,30.1,27.0
2025-06-28,30.9,27.0
2025-06-29,30.8,27.4
2025-06-30,30.5,26.7
2025-07-01,29.8,26.4
2025-07-02,33.3,27.4
2025-07-03,33.6,28.4
2025-07-04,34.5,28.5
2025-07-05,34.8,29.0
2025-07-06,33.5,28.2
2025-07-07,34.3,29.1
2025-07-08,33.3,29.7
2025-07-09,33.6,25.8
2025-07-10,29.0,25.0
2025-07-11,29.9,25.9
2025-07-12,31.3,26.4
2025-07-13,33.3,27.8
2025-07-14,33.2,27.8
2025-07-15,32.7,28.3
2025-07-16,34.0,29.0
2025-07-17,34.2,29.2
2025-07-18,31.3,26.1
2025-07-19,33.5,27.0
2025-07-20,28.0,25.9
2025-07-21,27.9,26.4
2025-07-22,30.5,25.8
2025-07-23,33.3,26.4
2025-07-24,32.0,27.5
2025-07-25,33.6,25.4
2025-07-26,35.2,26.1
2025-07-27,33.1,28.8
2025-07-28,32.8,28.3
2025-07-29,29.1,25.8
2025-07-30,32.6,28.5
2025-07-31,31.8,28.2
2025-08-01,33.2,28.6
2025-08-02,30.1,26.3
2025-08-03,30.2,25.5
2025-08-04,30.0,26.1
2025-08-05,29.2,24.0
2025-08-06,30.1,25.5
2025-08-07,32.9,26.8
2025-08-08,32.9,27.6
2025-08-09,33.8,28.0
2025-08-10,34.4,28.6
2025-08-11,32.5,28.1
2025-08-12,32.6,27.7
2025-08-13,33.0,28.3
2025-08-14,29.5,24.4
2025-08-15,30.2,25.5
2025-08-16,32.8,27.4
2025-08-17,30.2,25.6
2025-08-18,28.4,25.4
2025-08-19,27.9,25.4
2025-08-20,32.2,27.1
2025-08-21,33.3,27.9
2025-08-22,32.7,27.3
2025-08-23,33.6,27.6
2025-08-24,31.7,28.5
2025-08-25,31.3,28.3
2025-08-26,34.2,28.0
2025-08-27,32.7,27.7
2025-08-28,30.6,26.0
2025-08-29,33.0,28.9
2025-08-30,31.9,27.6
2025-08-31,33.0,28.1
2025-09-01,34.4,28.2
2025-09-02,33.7,28.5
2025-09-03,34.1,28.5
2025-09-04,35.2,28.5
2025-09-05,35.3,28.3
2025-09-06,34.5,28.7
2025-09-07,30.5,25.9
2025-09-08,28.6,25.0
2025-09-09,29.9,27.7
2025-09-10,32.4,27.5
2025-09-11,33.2,27.3
2025-09-12,33.6,28.0
2025-09-13,33.9,28.0
2025-09-14,34.0,27.7
2025-09-15,33.8,28.2
2025-09-16,33.2,28.5
2025-09-17,33.6,25.3
2025-09-18,33.3,28.2
2025-09-19,30.0,27.0
2025-09-20,28.5,25.0
2025-09-21,27.5,25.7
2025-09-22,32.5,26.5
2025-09-23,31.4,26.2
2025-09-24,27.2,25.0
2025-09-25,28.5,27.0
2025-09-26,33.3,27.4
2025-09-27,32.8,28.3
2025-09-28,31.4,28.1
2025-09-29,32.7,27.8
2025-09-30,32.8,27.0
2025-10-01,33.6,27.7
2025-10-02,32.5,27.9
2025-10-03,33.4,27.8
2025-10-04,33.4,27.5
2025-10-05,29.9,27.8
2025-10-06,31.0,27.3
2025-10-07,32.7,26.7
2025-10-08,33.1,28.0
2025-10-09,32.7,28.4
2025-10-10,32.1,27.8
2025-10-11,32.5,28.0
2025-10-12,29.1,26.6
2025-10-13,31.0,27.1
2025-10-14,32.0,26.7
2025-10-15,32.8,27.6
2025-10-16,32.0,28.3
2025-10-17,32.2,28.1
2025-10-18,32.8,28.3
2025-10-19,32.9,28.2
2025-10-20,29.0,23.7
2025-10-21,24.0,20.4
2025-10-22,20.9,18.2
2025-10-23,22.8,18.7
2025-10-24,26.4,21.1
2025-10-25,29.0,23.2
2025-10-26,29.2,24.2
2025-10-27,26.1,22.9
2025-10-28,24.4,21.5
2025-10-29,25.5,22.9
2025-10-30,28.9,24.8
2025-10-31,28.7,25.1
2025-11-01,25.2,23.1
2025-11-02,27.7,23.5
2025-11-03,24.8,22.9
2025-11-04,23.2,21.6
2025-11-05,26.4,20.9
2025-11-06,27.3,23.0
2025-11-07,25.6,23.2
2025-11-08,28.1,24.6
2025-11-09,28.9,24.2
2025-11-10,27.2,23.3
2025-11-11,23.6,22.4
2025-11-12,25.3,20.8
2025-11-13,24.0,19.1
2025-11-14,26.0,18.4
2025-11-15,26.6,22.7
2025-11-16,26.4,22.4
2025-11-17,27.4,22.7
2025-11-18,23.9,14.7
2025-11-19,16.8,13.2
2025-11-20,18.2,14.6
2025-11-21,22.5,17.3
2025-11-22,23.7,17.5
2025-11-23,25.2,20.3
2025-11-24,25.8,21.5
2025-11-25,23.7,20.0
2025-11-26,22.8,17.6
2025-11-27,22.2,18.2
2025-11-28,22.6,16.7
2025-11-29,23.9,18.4
2025-11-30,24.5,20.7
2025-12-01,25.6,21.0
2025-12-02,24.5,21.7
2025-12-03,22.7,20.5
2025-12-04,20.9,18.9
2025-12-05,22.8,18.9
2025-12-06,22.9,18.8
2025-12-07,24.0,18.7
2025-12-08,25.5,20.5
2025-12-09,23.4,19.5
2025-12-10,21.9,19.7
2025-12-11,26.0,20.4
2025-12-12,21.8,20.3
2025-12-13,22.6,15.7
2025-12-14,19.5,15.6
2025-12-15,19.9,15.6
2025-12-16,22.9,18.0
2025-12-17,25.3,18.3
2025-12-18,22.4,19.1
2025-12-19,23.7,18.9
2025-12-20,24.9,21.2
2025-12-21,24.7,19.9
2025-12-22,21.0,19.0
2025-12-23,21.3,18.9
2025-12-24,23.8,19.1
2025-12-25,20.8,14.8
2025-12-26,15.5,14.0
2025-12-27,19.5,13.8
2025-12-28,20.5,16.1
2025-12-29,21.5,16.8
2025-12-30,23.3,17.1
2025-12-31,20.8,18.6
2026-01-01,21.7,16.5
2026-01-02,17.7,12.8
2026-01-03,16.5,11.4
2026-01-04,20.3,14.1
2026-01-05,22.1,15.1
2026-01-06,16.8,11.8
2026-01-07,16.4,10.9
2026-01-08,18.1,11.8
2026-01-09,18.9,13.0
2026-01-10,20.6,14.2
2026-01-11,20.7,14.7
2026-01-12,20.6,15.7
2026-01-13,22.5,15.9
2026-01-14,21.2,17.0
2026-01-15,23.1,16.2
2026-01-16,24.0,16.9
2026-01-17,24.8,17.6
2026-01-18,22.4,18.9
2026-01-19,21.9,18.1
2026-01-20,20.1,17.6
2026-01-21,18.1,14.9
2026-01-22,16.3,12.9
2026-01-23,17.5,12.3
2026-01-24,19.6,14.7
2026-01-25,20.1,16.6
2026-01-26,22.6,17.8
2026-01-27,24.8,18.9
2026-01-28,21.3,17.9
2026-01-29,19.9,16.8
2026-01-30,20.4,17.6
2026-01-31,19.6,16.0
2026-02-01,19.7,12.0
2026-02-02,21.0,15.2
2026-02-03,20.2,16.5
2026-02-04,22.1,16.6
